DB	ID	ID_REPET	TE_LEN	FAMILY	CHR	START	END	STRAND	LEN_DIFF	INTERSECT	INTERACT	TYPE_INTERACT	NMERGE
BOTH	FBti0018927	ISO1_430_Doc6	4235	Doc6	2R	7434948	7439183	-	5	4234	1	N	0
BOTH	FBti0061113	ISO1_431_INE-1	98	INE-1	2R	7453605	7453703	-	113	98	1	N	0
BOTH	FBti0061114	ISO1_432_INE-1	80	INE-1	2R	7453829	7453909	-	181	80	1	N	0
BOTH	FBti0061120	ISO1_433_INE-1	285	INE-1	2R	7459446	7459731	+	6	283	1	N	0
BOTH	FBti0061122	ISO1_434_INE-1	121	INE-1	2R	7513097	7513218	-	17	121	1	N	0
BOTH	FBti0061511	ISO1_435_1360	761	1360	2R	7513239	7514000	-	0	761	1	N	0
BOTH	FBti0061124	ISO1_436_INE-1	106	INE-1	2R	7516643	7516749	-	31	103	1	N	0
FLYBASE	FBti0061132	.	43	INE-1	2R	7542850	7542893	-	-1	0	0	-	0
BOTH	FBti0018925	ISO1_437_I-element	5132	I-element	2R	7608472	7613604	-	10	5132	1	N	0
BOTH	FBti0061133	ISO1_438_INE-1	84	INE-1	2R	7665489	7665573	-	64	84	1	N	0
REPET	ISO1_439_INE-1	.	130	INE-1	2R	7763809	7763939	-	-1	0	0	-	0
FLYBASE	FBti0061163	.	415	HMS-Beagle	2R	7779465	7779880	-	-1	0	0	-	0
BOTH	FBti0061138	ISO1_440_INE-1	150	INE-1	2R	7785306	7785456	+	14	150	1	N	0
BOTH	FBti0018882	ISO1_441_Burdock	6411	Burdock	2R	7815727	7822138	+	4	6411	1	N	0
BOTH	FBti0018960	ISO1_442_Blastopia	5028	Blastopia	2R	7862316	7867344	+	0	5028	1	N	0
BOTH	FBti0018902	ISO1_443_Doc	4718	Doc	2R	7869244	7873962	-	5	4718	1	N	0
BOTH	FBti0061178	ISO1_444_INE-1	143	INE-1	2R	7925449	7925592	-	63	143	1	N	0
BOTH	FBti0061181	ISO1_445_INE-1	118	INE-1	2R	7995273	7995391	+	30	118	1	N	0
BOTH	FBti0061184	ISO1_446_INE-1	161	INE-1	2R	7999289	7999450	+	14	147	1	N	0
BOTH	FBti0019976	ISO1_447_FB4|ISO1_448_FB4	1960	FB4	2R	8015706	8017666	+	NA	NA	2	N	2
REPET	ISO1_449_INE-1	.	116	INE-1	2R	8019931	8020047	+	-1	0	0	-	0
BOTH	FBti0061185	ISO1_450_INE-1	87	INE-1	2R	8048660	8048747	+	13	87	1	N	0
BOTH	FBti0019977	ISO1_451_297	6522	297	2R	8107045	8113567	+	6	6522	1	N	0
BOTH	FBti0061218	ISO1_452_Tc1	404	Tc1	2R	8113576	8113980	-	0	404	1	N	0
BOTH	FBti0061211	ISO1_453_INE-1	79	INE-1	2R	8201346	8201425	-	107	79	1	N	0
BOTH	FBti0019016	ISO1_454_roo	428	roo	2R	8330917	8331345	+	1	427	1	N	0
BOTH	FBti0061600	ISO1_455_INE-1	199	INE-1	2R	8366822	8367021	+	122	199	1	N	0
REPET	ISO1_456_INE-1	.	163	INE-1	2R	8370304	8370467	-	-1	0	0	-	0
BOTH	FBti0061601	ISO1_457_INE-1	193	INE-1	2R	8370590	8370783	+	36	193	1	N	0
BOTH	FBti0018903	ISO1_458_Doc	4717	Doc	2R	8398268	8402985	+	7	4717	1	N	0
BOTH	FBti0018926	ISO1_459_I-element	549	I-element	2R	8416496	8417045	+	33	549	1	N	0
BOTH	FBti0061602	ISO1_460_INE-1	118	INE-1	2R	8432506	8432624	-	163	118	1	N	0
REPET	ISO1_461_INE-1	.	132	INE-1	2R	8436407	8436539	-	-1	0	0	-	0
BOTH	FBti0061612	ISO1_462_jockey2	219	jockey2	2R	8436900	8437119	-	0	219	1	N	0
REPET	ISO1_463_INE-1	.	101	INE-1	2R	8443975	8444076	+	-1	0	0	-	0
BOTH	FBti0019277	ISO1_464_S-element	812	S-element	2R	8461042	8461854	-	23	789	1	N	0
BOTH	FBti0061618	ISO1_465_412	242	412	2R	8461860	8462102	-	1	242	1	N	0
BOTH	FBti0061603	ISO1_466_INE-1	240	INE-1	2R	8477110	8477350	-	30	240	1	N	0
BOTH	FBti0018936	ISO1_467_Rt1b	1655	Rt1b	2R	8490623	8492278	-	0	1655	1	N	0
REPET	ISO1_468_INE-1	.	115	INE-1	2R	8504088	8504203	-	-1	0	0	-	0
FLYBASE	FBti0061619	.	54	INE-1	2R	8529573	8529627	-	-1	0	0	-	0
BOTH	FBti0061620	ISO1_469_INE-1	28	INE-1	2R	8544031	8544059	-	109	28	1	N	0
BOTH	FBti0019978	ISO1_470_1360	891	1360	2R	8566089	8566980	+	4	891	1	N	0
BOTH	FBti0061621	ISO1_471_INE-1	100	INE-1	2R	8586794	8586894	-	64	100	1	N	0
FLYBASE	FBti0061629	.	66	INE-1	2R	8716277	8716343	+	-1	0	0	-	0
BOTH	FBti0019009	ISO1_472_pogo	185	pogo	2R	8722817	8723002	+	1	185	1	N	0
BOTH	FBti0018971	ISO1_473_diver	6132	diver	2R	8777967	8784099	-	2	6132	1	N	0
REPET	ISO1_474_INE-1	.	103	INE-1	2R	9051574	9051677	+	-1	0	0	-	0
BOTH	FBti0061640	ISO1_475_INE-1	201	INE-1	2R	9094737	9094938	+	38	150	1	N	0
BOTH	FBti0018883	ISO1_476_Burdock	6412	Burdock	2R	9151357	9157769	+	7	6412	1	N	0
REPET	ISO1_477_INE-1	.	102	INE-1	2R	9158212	9158314	-	-1	0	0	-	0
BOTH	FBti0061649	ISO1_478_hopper	295	hopper	2R	9198212	9198507	-	0	295	1	N	0
BOTH	FBti0019017	ISO1_479_roo	427	roo	2R	9212749	9213176	+	3	427	1	N	0
FLYBASE	FBti0061641	.	62	INE-1	2R	9222623	9222685	-	-1	0	0	-	0
FLYBASE	FBti0061642	.	80	INE-1	2R	9237044	9237124	-	-1	0	0	-	0
BOTH	FBti0019278	ISO1_480_roo	9090	roo	2R	9352280	9361370	-	0	9090	1	N	0
BOTH	FBti0061650	ISO1_481_INE-1	88	INE-1	2R	9401362	9401450	-	23	60	1	N	0
FLYBASE	FBti0061652	.	69	INE-1	2R	9420877	9420946	-	-1	0	0	-	0
BOTH	FBti0061659	ISO1_482_INE-1	43	INE-1	2R	9452861	9452904	-	147	43	1	N	0
BOTH	FBti0059731	ISO1_483_roo	10472	roo	2R	9480132	9490604	-	0	1404	2	N	1
BOTH	FBti0059732	ISO1_484_H	1404	H	2R	9481758	9483162	+	0	1404	2	N	1
FLYBASE	FBti0061692	.	44	FB4	2R	9682729	9682773	+	-1	0	0	-	0
BOTH	FBti0061666	ISO1_485_INE-1	246	INE-1	2R	9705867	9706113	-	14	232	1	N	0
BOTH	FBti0018861	ISO1_486_17-6	7493	17-6	2R	9726669	9734162	+	2	7493	1	N	0
FLYBASE	FBti0061696	.	83	INE-1	2R	9843218	9843301	-	-1	0	0	-	0
BOTH	FBti0059662	ISO1_487_roo	372	roo	2R	9867900	9868272	+	0	372	1	N	0
BOTH	FBti0059661	ISO1_488_INE-1	97	INE-1	2R	9868282	9868379	+	62	97	1	N	0
BOTH	FBti0059663	ISO1_489_roo	135	roo	2R	9869163	9869298	+	0	135	1	N	0
BOTH	FBti0019984	ISO1_490_S-element	205	S-element	2R	9870102	9870307	-	0	205	1	N	0
BOTH	FBti0061742	ISO1_491_rooA	350	rooA	2R	9870308	9870658	-	0	350	1	N	0
BOTH	FBti0019985	ISO1_492_roo	433	roo	2R	9871090	9871523	+	6	427	1	N	0
BOTH	FBti0061697	ISO1_493_INE-1	234	INE-1	2R	9874431	9874665	-	11	234	1	N	0
BOTH	FBti0061707	ISO1_494_INE-1	120	INE-1	2R	9898801	9898921	+	5	111	1	N	0
REPET	ISO1_495_INE-1	.	124	INE-1	2R	9944061	9944185	-	-1	0	0	-	0
BOTH	FBti0018877	ISO1_496_BS	130	BS	2R	9945496	9945626	+	0	130	1	N	0
BOTH	FBti0061709	ISO1_497_INE-1	64	INE-1	2R	9965655	9965719	+	444	64	1	N	0
BOTH	FBti0019279	ISO1_498_1360	1104	1360	2R	10005906	10007010	+	2	1104	1	N	0
BOTH	FBti0061746	ISO1_499_INE-1	70	INE-1	2R	10012172	10012242	-	51	70	1	N	0
REPET	ISO1_500_NOF	.	125	NOF	2R	10022578	10022703	-	-1	0	0	-	0
BOTH	FBti0061527	ISO1_501_FB4	411	FB4	2R	10022578	10022989	-	125	125	2	N	1
REPET	ISO1_502_NewFam06	.	1756	NewFam06	2R	10041502	10043258	+	-1	0	0	-	0
BOTH	FBti0019018	ISO1_503_roo	9108	roo	2R	10176935	10186043	-	11	9108	1	N	0
BOTH	FBti0062275	ISO1_504_INE-1	75	INE-1	2R	10420277	10420352	+	200	75	1	N	0
BOTH	FBti0062276	ISO1_506_INE-1	475	INE-1	2R	10425990	10426465	+	200	127	2	N	1
BOTH	FBti0062281	ISO1_505_H	127	H	2R	10426173	10426300	+	0	127	1	N	0
BOTH	FBti0062277	ISO1_507_INE-1	109	INE-1	2R	10426626	10426735	+	0	109	1	N	0
FLYBASE	FBti0062278	.	65	INE-1	2R	10552739	10552804	+	-1	0	0	-	0
BOTH	FBti0018946	ISO1_508_Tirant	8526	Tirant	2R	10585613	10594139	-	13	8526	1	N	0
BOTH	FBti0059781	ISO1_509_mdg1|ISO1_510_mdg1|ISO1_511_mdg1	18801	mdg1	2R	10622399	10641200	+	NA	NA	3	N	3
BOTH	FBti0019987	ISO1_510_mdg1	2573	mdg1	2R	10627198	10629771	-	0	2573	1	N	0
REPET	ISO1_512_INE-1	.	103	INE-1	2R	10659126	10659229	-	-1	0	0	-	0
BOTH	FBti0059739	ISO1_513_mdg1	7402	mdg1	2R	10659252	10666654	+	0	7402	1	N	0
REPET	ISO1_514_INE-1	.	310	INE-1	2R	10788471	10788781	+	-1	0	0	-	0
REPET	ISO1_515_NOF	.	133	NOF	2R	10795311	10795444	-	-1	0	0	-	0
FLYBASE	FBti0062311	.	132	FB4	2R	10795312	10795444	+	-1	132	1	Y	0
BOTH	FBti0062302	ISO1_516_INE-1	131	INE-1	2R	10801962	10802093	-	22	131	1	N	0
FLYBASE	FBti0062309	.	37	1360	2R	10875686	10875723	+	-1	0	0	-	0
FLYBASE	FBti0019041	.	33	Nomad	2R	10906311	10906344	+	-1	0	0	-	0
REPET	ISO1_517_hopper2	.	102	hopper2	2R	10922932	10923034	-	-1	0	0	-	0
BOTH	FBti0062303	ISO1_518_INE-1	61	INE-1	2R	10940136	10940197	+	343	61	1	N	0
BOTH	FBti0018862	ISO1_519_17-6	7493	17-6	2R	10948083	10955576	+	2	7493	1	N	0
BOTH	FBti0018865	ISO1_520_297	412	297	2R	10979709	10980121	+	0	412	1	N	0
BOTH	FBti0019019	ISO1_521_roo	9115	roo	2R	11009870	11018985	-	0	9115	1	N	0
BOTH	FBti0018986	ISO1_522_jockey	4984	jockey	2R	11019954	11024938	-	13	4971	1	N	0
REPET	ISO1_523_INE-1	.	160	INE-1	2R	11129632	11129792	+	-1	0	0	-	0
BOTH	FBti0019010	ISO1_524_pogo	185	pogo	2R	11134165	11134350	+	1	185	1	N	0
FLYBASE	FBti0062322	.	51	INE-1	2R	11141416	11141467	-	-1	0	0	-	0
BOTH	FBti0062397	ISO1_525_INE-1	56	INE-1	2R	11156124	11156180	+	126	56	1	N	0
BOTH	FBti0062400	ISO1_526_INE-1	139	INE-1	2R	11157914	11158053	-	15	139	1	N	0
FLYBASE	FBti0062402	.	69	INE-1	2R	11158695	11158764	+	-1	0	0	-	0
FLYBASE	FBti0062404	.	39	INE-1	2R	11165900	11165939	-	-1	0	0	-	0
BOTH	FBti0018878	ISO1_527_BS	128	BS	2R	11207876	11208004	-	0	128	1	N	0
BOTH	FBti0061544	ISO1_528_INE-1	228	INE-1	2R	11247194	11247422	+	31	228	1	N	0
BOTH	FBti0018961	ISO1_529_Blastopia	4263	Blastopia	2R	11297673	11301936	-	0	4263	1	N	0
BOTH	FBti0063005	ISO1_530_INE-1	1224	INE-1	2R	11347588	11348812	+	2	1222	1	N	0
BOTH	FBti0063006	ISO1_531_INE-1	1243	INE-1	2R	11351870	11353113	-	2	1241	1	N	0
REPET	ISO1_532_INE-1	.	119	INE-1	2R	11402083	11402202	-	-1	0	0	-	0
REPET	ISO1_533_NewFam06	.	270	NewFam06	2R	11409030	11409300	+	-1	0	0	-	0
BOTH	FBti0063007	ISO1_534_Nomad	3093	Nomad	2R	11415571	11418664	+	17	3093	1	N	0
BOTH	FBti0019011	ISO1_535_pogo	1141	pogo	2R	11472702	11473843	+	1	1141	1	N	0
BOTH	FBti0062540	ISO1_536_INE-1	261	INE-1	2R	11672328	11672589	-	80	261	1	N	0
FLYBASE	FBti0062541	.	49	INE-1	2R	11678928	11678977	+	-1	0	0	-	0
REPET	ISO1_537_INE-1	.	112	INE-1	2R	11925449	11925561	-	-1	0	0	-	0
REPET	ISO1_538_17-6	.	114	17-6	2R	11953221	11953335	-	-1	0	0	-	0
BOTH	FBti0063009	ISO1_539_INE-1	92	INE-1	2R	11994636	11994728	+	21	84	1	N	0
FLYBASE	FBti0063016	.	46	INE-1	2R	12128266	12128312	-	-1	0	0	-	0
REPET	ISO1_540_INE-1	.	109	INE-1	2R	12128336	12128445	-	-1	0	0	-	0
BOTH	FBti0063017	ISO1_541_INE-1	162	INE-1	2R	12138490	12138652	-	39	162	1	N	0
REPET	ISO1_542_INE-1	.	107	INE-1	2R	12244865	12244972	+	-1	0	0	-	0
BOTH	FBti0063018	ISO1_543_INE-1	218	INE-1	2R	12247701	12247919	-	120	218	1	N	0
BOTH	FBti0063031	ISO1_544_Tc1-2	1550	Tc1-2	2R	12317899	12319449	+	6	1550	1	N	0
FLYBASE	FBti0063026	.	58	INE-1	2R	12390704	12390762	-	-1	0	0	-	0
REPET	ISO1_545_INE-1	.	164	INE-1	2R	12391800	12391964	-	-1	0	0	-	0
FLYBASE	FBti0063028	.	48	INE-1	2R	12419668	12419716	+	-1	0	0	-	0
FLYBASE	FBti0063030	.	52	G5A	2R	12446465	12446517	+	-1	0	0	-	0
BOTH	FBti0019020	ISO1_546_roo	1745	roo	2R	12481192	12482937	-	1	1745	1	N	0
BOTH	FBti0018937	ISO1_547_Rt1b	2078	Rt1b	2R	12501751	12503829	+	3	2075	1	N	0
BOTH	FBti0063032	ISO1_548_INE-1	92	INE-1	2R	12511296	12511388	+	369	92	1	N	0
BOTH	FBti0063033	ISO1_549_INE-1	257	INE-1	2R	12522879	12523136	-	82	257	1	N	0
FLYBASE	FBti0063034	.	73	INE-1	2R	12526790	12526863	+	-1	0	0	-	0
BOTH	FBti0019021	ISO1_550_roo	8307	roo	2R	12707571	12715878	+	0	8307	1	N	0
BOTH	FBti0019022	ISO1_551_roo	8304	roo	2R	12789350	12797654	-	0	8304	1	N	0
BOTH	FBti0018987	ISO1_552_jockey	5009	jockey	2R	12819501	12824510	+	4	5005	1	N	0
BOTH	FBti0018951	ISO1_553_accord	5224	accord	2R	12862330	12867554	+	0	5224	1	N	0
FLYBASE	FBti0063057	.	63	Doc4	2R	12902249	12902312	+	-1	0	0	-	0
FLYBASE	FBti0063067	.	53	TART-A	2R	12910491	12910544	-	-1	0	0	-	0
REPET	ISO1_554_INE-1	.	134	INE-1	2R	12988227	12988361	-	-1	0	0	-	0
REPET	ISO1_555_INE-1	.	143	INE-1	2R	13037369	13037512	-	-1	0	0	-	0
BOTH	FBti0063069	ISO1_556_INE-1	260	INE-1	2R	13041111	13041371	-	8	260	1	N	0
BOTH	FBti0018904	ISO1_557_Doc	4725	Doc	2R	13136897	13141622	-	6	4724	1	N	0
FLYBASE	FBti0063071	.	32	INE-1	2R	13155983	13156015	-	-1	0	0	-	0
FLYBASE	FBti0063073	.	80	INE-1	2R	13232743	13232823	-	-1	0	0	-	0
BOTH	FBti0063100	ISO1_558_INE-1	173	INE-1	2R	13259499	13259672	+	16	173	1	N	0
BOTH	FBti0063127	ISO1_559_1360	178	1360	2R	13438343	13438521	+	10	178	1	N	0
FLYBASE	FBti0063116	.	68	INE-1	2R	13565260	13565328	-	-1	0	0	-	0
BOTH	FBti0018988	ISO1_560_jockey	264	jockey	2R	13580578	13580842	-	11	253	1	N	0
BOTH	FBti0061565	ISO1_561_H	144	H	2R	13676360	13676504	-	19	144	1	N	0
BOTH	FBti0019042	ISO1_562_Nomad	7601	Nomad	2R	13728187	13735788	+	14	7601	1	N	0
FLYBASE	FBti0063134	.	65	INE-1	2R	13751463	13751528	+	-1	0	0	-	0
BOTH	FBti0019008	ISO1_563_Rt1a	1911	Rt1a	2R	13905660	13907571	+	29	1882	2	N	1
REPET	ISO1_564_R2-element	.	127	R2-element	2R	13907443	13907570	+	-1	0	0	-	0
BOTH	FBti0059768	ISO1_565_roo	16092	roo	2R	14093490	14109582	-	3	16092	2	N	1
BOTH	FBti0018921	ISO1_566_HMS-Beagle	6992	HMS-Beagle	2R	14101790	14108782	-	6	6992	2	N	1
BOTH	FBti0018945	ISO1_567_Tc1	741	Tc1	2R	14217981	14218722	-	1	741	1	N	0
FLYBASE	FBti0063699	.	48	INE-1	2R	14392308	14392356	+	-1	0	0	-	0
BOTH	FBti0018905	ISO1_568_Doc	4720	Doc	2R	14394287	14399007	-	5	4720	1	N	0
BOTH	FBti0019025	ISO1_569_roo	9093	roo	2R	14467349	14476442	+	0	9093	1	N	0
BOTH	FBti0019992	ISO1_570_1360	1105	1360	2R	14497444	14498549	-	2	1105	1	N	0
FLYBASE	FBti0063702	.	58	INE-1	2R	14537144	14537202	+	-1	0	0	-	0
FLYBASE	FBti0062561	.	32	INE-1	2R	14665474	14665506	-	-1	0	0	-	0
FLYBASE	FBti0063718	.	48	INE-1	2R	14871387	14871435	+	-1	0	0	-	0
BOTH	FBti0063720	ISO1_571_Max-element	8549	Max-element	2R	14889264	14897813	-	0	8549	1	N	0
REPET	ISO1_572_INE-1	.	127	INE-1	2R	15003632	15003759	-	-1	0	0	-	0
BOTH	FBti0018989	ISO1_573_jockey	248	jockey	2R	15004801	15005049	-	10	237	1	N	0
BOTH	FBti0019000	ISO1_574_mdg1	7366	mdg1	2R	15015512	15022878	-	0	7366	1	N	0
BOTH	FBti0018866	ISO1_575_297	6991	297	2R	15085034	15092025	+	5	6991	1	N	0
BOTH	FBti0018947	ISO1_576_Tirant	8424	Tirant	2R	15119372	15127796	+	9	8424	1	N	0
FLYBASE	FBti0063745	.	44	INE-1	2R	15258246	15258290	+	-1	0	0	-	0
BOTH	FBti0063758	ISO1_577_hopper2	207	hopper2	2R	15309590	15309797	-	0	207	1	N	0
FLYBASE	FBti0063760	.	61	INE-1	2R	15325697	15325758	+	-1	0	0	-	0
BOTH	FBti0018948	ISO1_578_Tirant	8526	Tirant	2R	15340746	15349272	+	13	8526	1	N	0
BOTH	FBti0019993	ISO1_579_1360	695	1360	2R	15372542	15373237	-	6	695	1	N	0
REPET	ISO1_580_Doc3	.	117	Doc3	2R	15662362	15662479	-	-1	0	0	-	0
BOTH	FBti0063772	ISO1_581_INE-1|ISO1_582_INE-1	228	INE-1	2R	15693106	15693334	+	NA	NA	2	N	2
BOTH	FBti0063791	ISO1_583_INE-1	41	INE-1	2R	15855764	15855805	-	107	41	1	N	0
BOTH	FBti0018884	ISO1_584_Burdock	2575	Burdock	2R	16061783	16064358	-	7	2575	1	N	0
BOTH	FBti0064236	ISO1_585_INE-1	356	INE-1	2R	16152235	16152591	+	6	356	1	N	0
BOTH	FBti0064237	ISO1_586_INE-1	63	INE-1	2R	16193899	16193962	+	82	63	1	N	0
FLYBASE	FBti0062562	.	63	INE-1	2R	16283015	16283078	+	-1	0	0	-	0
FLYBASE	FBti0062563	.	64	INE-1	2R	16287497	16287561	+	-1	0	0	-	0
BOTH	FBti0062564	ISO1_587_INE-1	97	INE-1	2R	16383201	16383298	+	6	95	1	N	0
BOTH	FBti0062565	ISO1_588_INE-1	55	INE-1	2R	16456322	16456377	+	250	55	1	N	0
BOTH	FBti0018968	ISO1_589_Copia	5150	Copia	2R	16539693	16544843	+	1	5150	1	N	0
FLYBASE	FBti0062592	.	51	INE-1	2R	16688488	16688539	+	-1	0	0	-	0
FLYBASE	FBti0062615	.	55	gypsy2	2R	16799416	16799471	+	-1	0	0	-	0
FLYBASE	FBti0062616	.	37	INE-1	2R	16840452	16840489	-	-1	0	0	-	0
REPET	ISO1_590_INE-1	.	130	INE-1	2R	16841784	16841914	+	-1	0	0	-	0
FLYBASE	FBti0062617	.	42	INE-1	2R	16862465	16862507	-	-1	0	0	-	0
REPET	ISO1_591_Tirant	.	104	Tirant	2R	16982101	16982205	-	-1	0	0	-	0
REPET	ISO1_592_Gypsy-26_Dya	.	106	Gypsy-26_Dya	2R	17020863	17020969	+	-1	0	0	-	0
BOTH	FBti0062618	ISO1_593_INE-1	279	INE-1	2R	17021017	17021296	+	95	184	1	N	0
FLYBASE	FBti0064244	.	71	INE-1	2R	17132635	17132706	+	-1	0	0	-	0
BOTH	FBti0064246	ISO1_594_Copia	79	Copia	2R	17135185	17135264	-	30	79	1	N	0
REPET	ISO1_595_G5	.	146	G5	2R	17145867	17146013	+	-1	0	0	-	0
BOTH	FBti0064254	ISO1_596_G5A	160	G5A	2R	17146015	17146175	+	0	160	1	N	0
BOTH	FBti0018990	ISO1_597_jockey	4958	jockey	2R	17147305	17152263	-	13	4945	1	N	0
REPET	ISO1_598_Kepler	.	105	Kepler	2R	17164980	17165085	-	-1	0	0	-	0
BOTH	FBti0018972	ISO1_599_diver	6131	diver	2R	17176410	17182541	-	3	6131	1	N	0
BOTH	FBti0018969	ISO1_600_Copia	5145	Copia	2R	17236564	17241709	+	2	5145	1	N	0
BOTH	FBti0018991	ISO1_601_jockey	343	jockey	2R	17277272	17277615	+	10	343	1	N	0
BOTH	FBti0064269	ISO1_602_INE-1	60	INE-1	2R	17448296	17448356	+	116	53	1	N	0
BOTH	FBti0064271	ISO1_603_INE-1	477	INE-1	2R	17451544	17452021	+	30	477	1	N	0
REPET	ISO1_604_INE-1	.	124	INE-1	2R	17453023	17453147	+	-1	0	0	-	0
BOTH	FBti0064285	ISO1_605_Tc3	100	Tc3	2R	17463629	17463729	+	3	100	1	N	0
BOTH	FBti0018915	ISO1_606_F-element	4693	F-element	2R	17485978	17490671	+	1	4692	1	N	0
FLYBASE	FBti0064288	.	40	INE-1	2R	17658596	17658636	+	-1	0	0	-	0
BOTH	FBti0019012	ISO1_607_pogo	1147	pogo	2R	17782416	17783563	+	1	1147	1	N	0
BOTH	FBti0019013	ISO1_608_pogo	185	pogo	2R	17784079	17784264	-	1	185	1	N	0
BOTH	FBti0018867	ISO1_609_297	413	297	2R	17798461	17798874	-	0	413	1	N	0
FLYBASE	FBti0019996	.	8921	roo	2R	17818916	17827837	-	-1	0	0	-	0
FLYBASE	FBti0064310	.	35	Doc3	2R	17969904	17969939	+	-1	0	0	-	0
BOTH	FBti0059793	ISO1_610_H	115	H	2R	18032347	18032462	+	5	115	1	N	0
BOTH	FBti0018992	ISO1_611_jockey	271	jockey	2R	18045728	18045999	+	18	253	1	N	0
REPET	ISO1_612_Stalker	.	208	Stalker	2R	18079394	18079602	+	-1	0	0	-	0
FLYBASE	FBti0019994	.	205	Stalker4	2R	18079397	18079602	+	-1	205	1	Y	0
BOTH	FBti0059803	ISO1_613_gtwin	524	gtwin	2R	18079657	18080181	-	0	524	1	N	0
BOTH	FBti0059799	ISO1_614_H	918	H	2R	18080942	18081860	+	2	918	1	N	0
REPET	ISO1_615_Gypsy-1_Dsim	.	1292	Gypsy-1_Dsim	2R	18082017	18083309	-	-1	0	0	-	0
REPET	ISO1_616_Gypsy-1_Dsim	.	136	Gypsy-1_Dsim	2R	18083310	18083446	-	-1	0	0	-	0
BOTH	FBti0018916	ISO1_617_F-element	3804	F-element	2R	18111738	18115542	+	0	3804	1	N	0
BOTH	FBti0059691	ISO1_618_jockey|ISO1_620_jockey	14126	jockey	2R	18358464	18372590	-	NA	NA	3	Y	2
BOTH	FBti0059830	ISO1_619_roo	9111	roo	2R	18362138	18371249	-	2	1	2	N	1
FLYBASE	FBti0059832	.	35	INE-1	2R	18487253	18487288	+	-1	0	0	-	0
BOTH	FBti0018965	ISO1_621_blood	7412	blood	2R	18487876	18495288	+	3	7412	1	N	0
BOTH	FBti0018869	ISO1_622_3S18	6129	3S18	2R	18575853	18581982	+	3	6129	1	N	0
BOTH	FBti0019026	ISO1_623_roo	9093	roo	2R	18590923	18600016	+	3	9093	1	N	0
FLYBASE	FBti0060223	.	47	INE-1	2R	18604766	18604813	+	-1	0	0	-	0
BOTH	FBti0018880	ISO1_624_Bari1	1728	Bari1	2R	18858291	18860019	-	5	1728	1	N	0
REPET	ISO1_625_Kepler	.	252	Kepler	2R	19452123	19452375	-	-1	0	0	-	0
REPET	ISO1_626_ZAM	.	105	ZAM	2R	19538275	19538380	-	-1	0	0	-	0
REPET	ISO1_627_I-element	.	128	I-element	2R	19564621	19564749	-	-1	0	0	-	0
BOTH	FBti0018966	ISO1_628_blood	7411	blood	2R	19715910	19723321	+	3	7411	1	N	0
BOTH	FBti0018940	ISO1_629_S-element	218	S-element	2R	19728395	19728613	-	22	218	1	N	0
BOTH	FBti0018993	ISO1_630_jockey	3243	jockey	2R	19776652	19779895	+	11	3232	1	N	0
BOTH	FBti0019001	ISO1_631_mdg1	7354	mdg1	2R	19914900	19922254	-	0	7354	1	N	0
BOTH	FBti0060278	ISO1_632_INE-1	204	INE-1	2R	19946927	19947131	+	5	204	1	N	0
BOTH	FBti0018970	ISO1_633_Copia	5143	Copia	2R	19957486	19962629	-	2	5143	1	N	0
REPET	ISO1_634_LARD	.	309	LARD	2R	20051137	20051446	-	-1	0	0	-	0
BOTH	FBti0019043	ISO1_635_Nomad	2572	Nomad	2R	20069299	20071871	-	24	2572	1	N	0
FLYBASE	FBti0060307	.	32	1360	2R	20088069	20088101	-	-1	0	0	-	0
BOTH	FBti0060308	ISO1_636_INE-1	93	INE-1	2R	20361327	20361420	+	191	93	1	N	0
BOTH	FBti0019027	ISO1_637_roo	9104	roo	2R	20368567	20377671	+	2	9104	1	N	0
REPET	ISO1_638_HeT-A	.	106	HeT-A	2R	20419717	20419823	-	-1	0	0	-	0
FLYBASE	FBti0060360	.	37	transib2	2R	20496003	20496040	-	-1	0	0	-	0
BOTH	FBti0060314	ISO1_639_INE-1	41	INE-1	2R	20538364	20538405	-	120	41	1	N	0
REPET	ISO1_640_LARD	.	1102	LARD	2R	20544434	20545536	+	-1	0	0	-	0
BOTH	FBti0018917	ISO1_641_F-element	4699	F-element	2R	20739502	20744201	+	5	4694	1	N	0
REPET	ISO1_642_NewFam06	.	5581	NewFam06	2R	20777175	20782756	+	-1	0	0	-	0
BOTH	FBti0019280	ISO1_643_F-element	3014	F-element	2R	20785034	20788048	-	1680	3013	1	N	0
REPET	ISO1_644_NewFam06	.	316	NewFam06	2R	20788545	20788861	+	-1	0	0	-	0
REPET	ISO1_645_Kepler	.	286	Kepler	2R	20994433	20994719	-	-1	0	0	-	0
BOTH	FBti0019044	ISO1_646_Nomad	2579	Nomad	2R	21151168	21153747	+	5	2579	1	N	0
FLYBASE	FBti0060760	.	53	H	2R	21352733	21352786	+	-1	0	0	-	0
REPET	ISO1_647_TART-A	.	137	TART-A	2R	21650282	21650419	+	-1	0	0	-	0
FLYBASE	FBti0060767	.	51	INE-1	2R	21726999	21727050	-	-1	0	0	-	0
BOTH	FBti0019028	ISO1_648_roo	9101	roo	2R	21738333	21747434	+	3	9101	1	N	0
BOTH	FBti0019029	ISO1_649_roo	427	roo	2R	21753139	21753566	+	0	427	1	N	0
FLYBASE	FBti0060769	.	146	INE-1	2R	21774897	21775043	-	-1	0	0	-	0
